,bw
33267,1648.0118
33274,1608.5256
33281,1551.7635
33288,1551.7635
33295,1578.0732
33302,1614.0546
33309,1614.0546
33316,1625.8853
33323,1666.9423
33330,1666.9423
33337,1613.9833
33344,1571.7434
33351,1571.7434
33358,1519.5970000000002
33365,1629.2466
33372,1629.2466
33379,1599.3301
33386,1539.1538
33393,1539.1538
33400,1529.8407
33407,1567.7919
33414,1567.7919
33421,1541.1104
33428,1581.5077
33435,1581.5077
33442,1567.9155
33449,1571.0352
33456,1571.0352
33463,1497.1270000000002
33470,1552.4618
33477,1552.4618
33484,1552.0835
33491,1558.9705
33498,1558.9705
33505,1622.9915
33512,1602.001
33519,1602.001
33526,1556.5735
33533,1594.1725
33540,1594.1725
33547,1603.7704
33554,1619.6537
33561,1679.8618
33568,1679.8618
33575,1689.4261
33582,1747.6648
33589,1747.6648
33596,1637.3157
33603,1674.1158
33610,1674.1158
33617,1681.6763
33624,1614.0286
33631,1614.0286
33638,1553.3909
33645,1565.8599
33652,1565.8599
33659,1631.4633
33666,1669.7947
33673,1669.7947
33680,1707.4767
33687,1802.4574
33694,1802.4574
33701,1810.8120000000001
33708,1695.5476
33715,1695.5476
33722,1669.743
33729,1686.1863
33736,1686.1863
33743,1683.0537
33750,1738.7113
33757,1738.7113
33764,1718.9502
33771,1586.3953
33778,1586.3953
33785,1628.5874
33792,1559.8525
33799,1559.8525
33806,1627.0508
33813,1678.3496
33820,1678.3496
33827,1685.8857
33834,1608.5803
33841,1608.5803
33848,1558.4586
33855,1580.8595
33862,1580.8595
33869,1627.1788
33876,1643.1425
33883,1643.1425
33890,1617.7936
33897,1581.368
33904,1581.368
33911,1548.5283
33918,1539.2517
33925,1539.2517
33932,1549.7220000000002
33939,1533.0011
33946,1533.0011
33953,1532.8358
33960,1513.1583
33967,1512.5575
33974,1512.5575
33981,1537.6907
33988,1558.4058
33995,1558.4058
34002,1578.4568
34009,1582.683
34016,1582.683
34023,1587.4908
34030,1571.8213
34037,1571.8213
34044,1525.0078
34051,1514.4379
34058,1514.4379
34065,1514.5431
34072,1425.4029999999998
34079,1425.4029999999998
34086,1367.2303
34093,1394.9532
34100,1394.9532
34107,1373.8329
34114,1467.6091
34121,1467.6091
34128,1542.1815
34135,1530.2938
34142,1530.2938
34149,1524.2823
34156,1568.3243
34163,1568.3243
34170,1560.2916
34177,1555.1770000000001
34184,1555.1770000000001
34191,1568.3225
34198,1535.8312
34205,1535.8312
34212,1528.4865
34219,1526.2509
34226,1526.2509
34233,1535.0768
34240,1498.8557
34247,1498.8557
34254,1515.5657
34261,1491.2520000000002
34268,1491.2520000000002
34275,1528.8889
34282,1535.9812
34289,1535.9812
34296,1624.7855
34303,1598.2852
34310,1598.2852
34317,1570.4022
34324,1529.1229999999998
34331,1529.1229999999998
34338,1525.9004
34345,1533.7972
34352,1544.1125
34359,1544.1125
34366,1512.0073
34373,1503.3757
34380,1503.3757
34387,1538.25
34394,1574.783
34401,1574.783
34408,1567.3494
34415,1562.6328
34422,1562.6328
34429,1541.9389999999999
34436,1612.7420000000002
34443,1612.7420000000002
34450,1570.001
34457,1528.8986
34464,1528.8986
34471,1522.0686
34478,1516.0956
34485,1516.0956
34492,1507.0508
34499,1539.0931
34506,1539.0931
34513,1592.3365
34520,1678.6008
34527,1678.6008
34534,1669.625
34541,1686.3016
34548,1686.3016
34555,1734.8966
34562,1660.5436
34569,1660.5436
34576,1650.2896
34583,1644.8765
34590,1644.8765
34597,1692.4144
34604,1692.1332
34611,1692.1332
34618,1750.5283
34625,1684.2216
34632,1684.2216
34639,1723.3816
34646,1702.1132
34653,1702.1132
34660,1651.1361
34667,1587.7101
34674,1587.7101
34681,1563.4672
34688,1552.5696
34695,1514.6848
34702,1514.6848
34709,1544.4674
34716,1522.7269
34723,1522.7269
34730,1540.5177
34737,1633.744
34744,1633.744
34751,1604.3584
34758,1577.3422
34765,1577.3422
34772,1595.6967
34779,1632.3136
34786,1632.3136
34793,1612.8762
34800,1680.6901
34807,1680.6901
34814,1686.1685
34821,1680.5316
34828,1680.5316
34835,1701.3477
34842,1678.3644
34849,1678.3644
34856,1632.6294
34863,1554.2994
34870,1554.2994
34877,1578.5743
34884,1562.1633
34891,1562.1633
34898,1589.376
34905,1596.3564
34912,1596.3564
34919,1601.3235
34926,1590.4775
34933,1590.4775
34940,1606.9753
34947,1589.9857
34954,1589.9857
34961,1630.1261
34968,1602.0693
34975,1602.0693
34982,1629.0077
34989,1625.299
34996,1625.299
35003,1684.656
35010,1714.8904
35017,1714.8904
35024,1718.6854
35031,1697.3274
35038,1697.3274
35045,1728.7227
35052,1736.9786
35059,1746.74
35066,1746.74
35073,1740.32
35080,1760.0021
35087,1760.0021
35094,1733.246
35101,1767.4261
35108,1767.4261
35115,1774.4198
35122,1757.9469
35129,1757.9469
35136,1710.8218
35143,1698.9395
35150,1698.9395
35157,1690.9589
35164,1717.4559
35171,1717.4559
35178,1696.2552
35185,1689.0751
35192,1689.0751
35199,1665.1952
35206,1677.1123
35213,1677.1123
35220,1679.6821
35227,1677.8708
35234,1677.8708
35241,1692.3127
35248,1755.0011
35255,1755.0011
35262,1743.8076
35269,1845.16
35276,1845.16
35283,1826.7749
35290,1840.0308
35297,1840.0308
35304,1861.9442
35311,1822.2982
35318,1822.2982
35325,1855.4027
35332,1880.7001
35339,1880.7001
35346,1885.4559
35353,1856.8569
35360,1856.8569
35367,1894.6431
35374,1885.2299
35381,1885.2299
35388,1943.1825
35395,1912.4636
35402,1912.4636
35409,1983.139
35416,1972.519
35423,1972.519
35430,2026.1129999999998
35437,1995.6963
35444,1995.6963
35451,1903.1335
35458,1974.6605
35465,1974.6605
35472,1868.256
35479,1831.3354
35486,1794.5947
35493,1794.5947
35500,1804.4042
35507,1783.9952
35514,1783.9952
35521,1781.3495
35528,1712.4744
35535,1712.4744
35542,1743.7144
35549,1792.1804
35556,1792.1804
35563,1764.5663
35570,1788.35
35577,1788.35
35584,1815.7938
35591,1728.3859
35598,1728.3859
35605,1715.1937
35612,1732.1056
35619,1732.1056
35626,1720.7258
35633,1731.1741
35640,1731.1741
35647,1716.4537
35654,1772.6163
35661,1772.6163
35668,1820.642
35675,1830.8499
35682,1830.8499
35689,1806.3994
35696,1818.2705
35703,1818.2705
35710,1813.9152
35717,1857.3319
35724,1857.3319
35731,1801.0311
35738,1814.499
35745,1814.499
35752,1840.5469
35759,1817.0924
35766,1817.0924
35773,1807.9915
35780,1826.149
35787,1826.149
35794,1836.8197
35801,1880.6295
35808,1880.6295
35815,1959.4329
35822,2006.8242
35829,2006.8242
35836,1950.4152
35843,1965.6138
35850,1918.6189
35857,1918.6189
35864,1952.7697
35871,2046.7499
35878,2046.7499
35885,1960.1970000000001
35892,1896.3982
35899,1896.3982
35906,1911.5164
35913,1935.12
35920,1935.12
35927,1918.3069
35934,1990.6096
35941,1990.6096
35948,1988.4338
35955,1983.233
35962,1983.233
35969,1901.3324
35976,1885.2799
35983,1885.2799
35990,2020.5931
35997,1976.0166
36004,1976.0166
36011,1959.9484
36018,1991.8008
36025,1991.8008
36032,2021.6252
36039,2043.7323
36046,2043.7323
36053,1959.914
36060,2003.3652
36067,2003.3652
36074,2095.8552
36081,2066.2102
36088,2066.2102
36095,2086.1125
36102,2099.1921
36109,2099.1921
36116,2025.4601
36123,2016.1527
36130,2016.1527
36137,2002.9735
36144,1996.3103
36151,1996.3103
36158,2015.5204
36165,1984.6315
36172,1984.6315
36179,1967.0786
36186,2003.1259
36193,2003.1259
36200,1981.2849
